type,director,cast,date_added,year_added,release_year,duration,listed_in,Type,Netflix Exclusive,Score
Movie,Zack Whedon,"Aaron Paul, Annabelle Wallis, Garret Dillahunt, Chris Chalk, Zachary Knighton, Enver Gjokaj, Michael Kopsa, Terry Chen","September 18, 2019",2019,2016,112 min,"Dramas, Thrillers",,,
Movie,Robert Kenner,,"May 15, 2017",2017,2017,92 min,Documentaries,,,
Movie,Pepe Bojórquez,"Omar Chaparro, Ana Claudia Talancón, Stephanie Cayo, Yare Santana, Angélica María, Manuel 'Flaco' Ibáñez, Laura De Ita","December 24, 2019",2019,2019,117 min,"Comedies, International Movies, Music & Musicals",,,
Movie,Ram Gopal Varma,"Ajay Devgn, Vivek Oberoi, Mohanlal, Manisha Koirala, Seema Biswas, Antara Mali, Akash Khurana, Madan Joshi, Vijay Raaz, Rajpal Yadav","March 1, 2018",2018,2002,137 min,"Action & Adventure, Dramas, International Movies",,,
Movie,Craig Goodwill,"Analeigh Tipton, Jakob Cedergren, Marta Gastini, Jan Bijvoet, Anita Kravos, Valentin Merlet","October 4, 2018",2018,2016,84 min,"Dramas, Thrillers",,,
Movie,"Jesse Adang, Syrine Boulanouar",,"September 1, 2017",2017,2016,52 min,"Documentaries, International Movies, Sports Movies",,,
Movie,Stacie Passon,"Robin Weigert, Maggie Siff, Johnathan Tchaikovsky, Ben Shenkman, Janel Moloney, Emily Kinney","August 2, 2018",2018,2013,96 min,"Dramas, Independent Movies, LGBTQ Movies",,,
Movie,Van M. Pham,"Phuong Mai, Quang Su, Hoang Phuc Nguyen, Chi Pu, Tien Pham, Hoai An","August 28, 2018",2018,2014,112 min,"Horror Movies, International Movies, Thrillers",,,
Movie,Benny Chan,"Louis Koo, Barbie Hsu, Nick Cheung, Liu Ye, Louis Fan, Eddie Cheung, Flora Chan, Gong Beibi","July 21, 2019",2019,2008,111 min,"Action & Adventure, International Movies",,,
Movie,Gavin Fitzgerald,Conor McGregor,"March 21, 2018",2018,2017,90 min,"Documentaries, Sports Movies",,,
Movie,Ozan Açıktan,"Nehir Erdoğan, Tardu Flordun, İlker Kaleli, Serkan Keskin, Esra Bezen Bilgin, Aytaç Uşun, Cem Özeren, Caner Arçkan","October 25, 2019",2019,2014,106 min,"Dramas, International Movies, Thrillers",,,
Movie,Ram Gopal Varma,"Adhvik Mahajan, Prasad Purandhare, Sakshi Gulati, Zakir Hussain, Amruta Subhash, Kishore Kadam, Sumeet Nijhawan, Upyendra Limaye","March 2, 2019",2019,2008,116 min,"Action & Adventure, Dramas, Independent Movies",,,
Movie,Abdul Aziz Hashad,"Bassem Samra, Ahmad Wafiq, Ahmed Azmy, Dina Fouad, Mohamed Sharaf, Ahmed Rateb, Maha Sabry, Diaa El Merghany, Inas Ezz El Din, Said Tarabeek","June 13, 2019",2019,2014,97 min,"Dramas, International Movies",,,
Movie,Jon Watts,"Kevin Bacon, James Freedson-Jackson, Hays Wellford, Camryn Manheim, Shea Whigham, Sean Hartley, Kyra Sedgwick, Loi Nguyen","June 16, 2019",2019,2015,88 min,Thrillers,,,
Movie,Ben Steele,,"August 1, 2017",2017,2016,45 min,"Documentaries, International Movies",,,
Movie,Jon Rosenbaum,"Lou Diamond Phillips, Lulu Wilson, Giles Panton, Janet Kidder, Michael Coleman, Wallace Shawn, Gina Holden, Jordyn Ashley Olson, Vincent Tong, Reese Alexander","August 17, 2017",2017,2017,96 min,"Children & Family Movies, Comedies",,,
Movie,Henry Selick,"Dakota Fanning, Teri Hatcher, John Hodgman, Jennifer Saunders, Dawn French, Keith David, Robert Bailey Jr., Ian McShane","March 16, 2017",2017,2009,101 min,Children & Family Movies,,,
Movie,Mathieu Auvray,"Pierre Bokma, Reinout Scholten van Aschat","June 4, 2019",2019,2015,12 min,"Dramas, International Movies, Sci-Fi & Fantasy",,,
Movie,"Santiago Diaz, Pablo Martin Farina",,"January 22, 2018",2018,2017,69 min,"Documentaries, International Movies",,,
Movie,Jason Bourque,"Sarah Butler, Larissa Albuquerque, Kayla Wallace, Matthew MacCaull, James Dean, Alison Wandzura, Bruce Blain, Natalie Grace, Phillip Mitchell","July 1, 2018",2018,2018,88 min,"Dramas, Thrillers",,,
Movie,Jay Bulger,,"June 16, 2017",2017,2017,91 min,"Documentaries, Sports Movies",,,
Movie,Alexandre Reinecke,"Zezé Polessa, Daniel Dantas, Paulo Vilhena, Fernanda Paes Leme, Juliana Mesquita","April 1, 2017",2017,2016,88 min,"Comedies, Dramas, International Movies",,,
Movie,"Micah Bickham, Galley Molina",Israel Houghton,"March 31, 2016",2016,2016,75 min,"Documentaries, Faith & Spirituality, Music & Musicals",,,
Movie,"Kip Andersen, Keegan Kuhn",Kip Andersen,"September 15, 2015",2015,2014,90 min,Documentaries,,,
Movie,Jay Chapman,Craig Ferguson,"December 5, 2017",2017,2017,67 min,Stand-Up Comedy,,,
Movie,Paul Haggis,"Sandra Bullock, Don Cheadle, Matt Dillon, Jennifer Esposito, William Fichtner, Brendan Fraser, Terrence Howard, Ludacris, Thandie Newton, Ryan Phillippe, Larenz Tate, Nona Gaye, Michael Peña","October 1, 2019",2019,2004,112 min,"Dramas, Independent Movies",,,
Movie,Mae Czarina Cruz,"Kathryn Bernardo, Daniel Padilla, Lorna Tolentino, Gabby Concepcion, Inigo Pascual","August 6, 2019",2019,2015,114 min,"Comedies, Dramas, International Movies",,,
Movie,Moses Inwang,"Ramsey Nouah, Chigul, Sola Sobowale, Ireti Doyle, Ben Touitou, Francis Onwochei, Ememobong Nkana, Emem Inwang, Patrick Onyeke","November 29, 2019",2019,2018,107 min,"Comedies, International Movies, Thrillers",,,
Movie,Patrick Brice,"Mark Duplass, Patrick Brice","July 14, 2015",2015,2014,78 min,"Horror Movies, Independent Movies, Thrillers",,,
Movie,Patrick Brice,"Mark Duplass, Desiree Akhavan, Karan Soni","December 23, 2017",2017,2017,80 min,"Horror Movies, Independent Movies, Thrillers",,,
Movie,Marcus Raboy,Cristela Alonzo,"January 24, 2017",2017,2017,67 min,Stand-Up Comedy,,,
Movie,Michèle Ohayon,,"July 4, 2019",2019,2016,40 min,Documentaries,,,
Movie,Nam Ron,"Zahiril Adzim, Ario Bayu, Asmara Abigail, Rosdeen Suboh, Amerul Affendi, Iedil Putra, Timothy Castillo, Chew Kin Wah, Along Eyzendy, Nam Ron","December 1, 2018",2018,2018,81 min,"Dramas, International Movies",,,
Movie,Ang Lee,"Chow Yun Fat, Michelle Yeoh, Zhang Ziyi, Chang Chen, Lung Hsiung, Cheng Pei-pei, Fa Zeng Li, Xian Gao, Yan Hai, De Ming Wang","March 1, 2019",2019,2000,120 min,"Action & Adventure, International Movies, Romantic Movies",,,
Movie,Yuen Wo-Ping,"Michelle Yeoh, Donnie Yen, Harry Shum Jr., Natasha Liu Bordizzo, Jason Scott Lee, Eugenia Yuan, Roger Yuan, Juju Chan, Chris Pang, Woon Young Park, Darryl Quon","February 26, 2016",2016,2016,101 min,"Action & Adventure, Romantic Movies",,,
Movie,Jon Alpert,,"November 24, 2017",2017,2017,114 min,Documentaries,,,
Movie,Don Mancini,"Fiona Dourif, Michael Therriault, Adam Hurtig, Alex Vincent, Jennifer Tilly, Brad Dourif, Summer H. Howell, Grace Lynn Kung, Elisabeth Rosen, Zak Santiago, Ali Tataryn","October 3, 2017",2017,2017,90 min,Horror Movies,,,
Movie,Mana Yasuda,,"September 28, 2019",2019,2019,45 min,"Documentaries, International Movies",,,
Movie,Matt Shakman,"Liam Hemsworth, Teresa Palmer, Billy Bob Thornton, Bruce Dern, John Malkovich, Michael Stuhlbarg, Oliver Platt","December 1, 2019",2019,2014,93 min,"Dramas, Thrillers",,,
Movie,Zachary Heinzerling,"Noriko Shinohara, Ushio Shinohara","June 14, 2018",2018,2013,82 min,Documentaries,,,
Movie,Daniele Thompson,"Guillaume Canet, Guillaume Gallienne, Alice Pol, Déborah François, Sabine Azéma, Freya Mavor, Isabelle Candelier, Laurent Stocker","September 7, 2017",2017,2016,114 min,"Dramas, Independent Movies, International Movies",,,
Movie,Jay Chapman,D.L. Hughley,"July 13, 2017",2017,2014,59 min,Stand-Up Comedy,,,
Movie,Jay Chapman,D.L. Hughley,"July 21, 2019",2019,2018,58 min,Stand-Up Comedy,,,
Movie,Bruno Garotti,"Maísa Silva, Filipe Bragança, Fernanda Paes Leme, Miriam Freeland, Marcelo Valle, Elisa Pinheiro, Sérgio Malheiros, Giovanna Grigio, Bárbara Maia, Letícia Pedro, Kiria Malheiros, Leo Cidade, Matheus Costa, Isabel Fillardis, Selma Lopes","June 14, 2019",2019,2019,95 min,"Children & Family Movies, Comedies",,,
Movie,Ted Emery,"Jane Turner, Gina Riley, Glenn Robbins, Peter Rowsthorn, Magda Szubanski","July 28, 2018",2018,2005,82 min,Movies,,,
Movie,Chandrakant Kanse,"Ankush Chaudhari, Makrand Deshpande, Pooja Sawant, Sanjay Khapre, Yatin Karyekar, Kamlesh Sawant, Sandeep Gaikwad, Digvijay Rohidas","February 15, 2018",2018,2015,118 min,"Action & Adventure, Dramas, International Movies",,,
Movie,Hasan Karacadağ,"Nil Günal, Ümit Bülent Dinçer, Sultan Köroğlu Kılıç, Emir Özbek Yıldız, Pelin Acar, Murat Seviş","April 12, 2019",2019,2014,133 min,"Horror Movies, International Movies",,,
Movie,Hasan Karacadağ,"Sema Şimşek, Nilay Gök, Volkan Ünal, Fehmi Karaarslan, Elçin Atamgüç, Ömer Duran, Murat Seviş, Aybike Turan, Burak Çimen","April 17, 2019",2019,2015,153 min,"Horror Movies, International Movies",,,
Movie,Hasan Karacadağ,"Cansu Kurgun, Irmak Örnek, A. Murat Özgen, Sultan Köroğlu Kılıç, Elçin Atamgüç, Sabriye Günüç, Furkan Bayraktar, Mehmet Canbeg, Oguzhan Kocakli","April 12, 2019",2019,2013,135 min,"Horror Movies, International Movies",,,
Movie,Gary David Goldberg,"Jack Lemmon, Ted Danson, Olympia Dukakis, Kathy Baker, Kevin Spacey, Ethan Hawke, Zakes Mokae, J.T. Walsh, Peter Michael Goetz, John Apicella, Richard McGonagle, Bill Morey, Mary Fogarty","April 1, 2018",2018,1989,117 min,Dramas,,,
Movie,Steve Carr,"Eddie Murphy, Jeff Garlin, Steve Zahn, Regina King, Anjelica Huston, Kevin Nealon, Jonathan Katz, Siobhan Fallon Hogan, Lisa Edelstein, Lacey Chabert, Laura Kightlinger, Leila Arcieri","January 1, 2019",2019,2003,93 min,"Children & Family Movies, Comedies",,,
Movie,Amara Cash,"Madison Lawlor, Montana Manning, Andrew Pifko, Monte Markham, Kamala Jones, Jodi Carol Harrison, Seth Cassell, Ronnie Clark, Lissa Danshaw, J.J. Hawkins","September 20, 2019",2019,2019,82 min,"Dramas, Independent Movies, LGBTQ Movies",,,
Movie,Pablo Parés,"Walter Cornás, Dany Casco, Caro Angus, Rocío Rodríguez Presedo, Chucho Fernández, Amanda Nara, Maite Zumelzú","December 20, 2016",2016,2015,115 min,"Action & Adventure, Horror Movies, International Movies",,,
Movie,Johnson Esthappan,"Tini Tom, Malavikka, Sudheer Karamana, Indrans","July 1, 2018",2018,2017,151 min,"Dramas, International Movies",,,
Movie,Raj Amit Kumar,"Victor Banerjee, Adil Hussain, Bhanu Uday, Preeti Gupta, Bhavani Lee, Ankur Vikal, Seema Rahmani, Samrat Chakrabarti","April 1, 2018",2018,2015,103 min,"Dramas, Independent Movies, International Movies",,,
Movie,Jean-Marc Vallée,"Matthew McConaughey, Jennifer Garner, Jared Leto, Denis O'Hare, Steve Zahn, Michael O'Neill, Dallas Roberts, Griffin Dunne, Kevin Rankin, Donna DuPlantier","January 16, 2018",2018,2013,117 min,"Dramas, Independent Movies, LGBTQ Movies",,,
Movie,Marcus Raboy,Dana Carvey,"November 4, 2016",2016,2016,64 min,Stand-Up Comedy,,,
Movie,Jeffrey Walker,"Xenia Goodwin, Alicia Banit, Dena Kaplan, Jordan Rodrigues, Keiynan Lonsdale, Thomas Lacey, Tara Morice, Miranda Otto","July 2, 2018",2018,2017,100 min,"Dramas, International Movies",,,
Movie,Philipp Eichholtz,"Martina Schöne-Radunski, Hans-Heinrich Hardt, Sebastian Fräsdorf, Claudia Jacob, Deleila Piasko, Tobias Borchers, Ruth Bickelhaupt","April 1, 2017",2017,2016,70 min,"Dramas, Independent Movies, International Movies",,,
Movie,Huw Cordey,Stephen Fry,"October 23, 2019",2019,2019,52 min,Documentaries,,,
Movie,Nitesh Tiwari,"Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh, Sanya Malhotra, Aparshakti Khurana, Zaira Wasim, Suhani Bhatnagar, Ritwik Sahore","June 21, 2017",2017,2016,161 min,"Dramas, International Movies, Sports Movies",,,
Movie,"Alex Díaz, Marcos Bucay",Daniel Sosa,"June 27, 2019",2019,2019,55 min,Stand-Up Comedy,,,
Movie,"Raúl Campos, Jan Suter",Daniel Sosa,"February 3, 2017",2017,2017,78 min,Stand-Up Comedy,,,
Movie,Brendan Toller,"Danny Fields, Iggy Pop, Alice Cooper, Judy Collins, Tommy Ramone, Jac Holzman, Lenny Kaye, Wayne Kramer, John Cameron Mitchell, Jann Wenner","March 2, 2017",2017,2015,103 min,"Documentaries, Music & Musicals",,,
Movie,Roger Donaldson,"Pierce Brosnan, Linda Hamilton, Elizabeth Hoffman, Jamie Renée Smith, Jeremy Foley, Charles Hallahan, Grant Heslov, Kirk Trutner, Arabella Field, Tzi Ma","September 1, 2019",2019,1997,108 min,Action & Adventure,,,
Movie,Awi Suryadi,"Prilly Latuconsina, Sandrinna Michelle, Shareefa Daanish, Indra Brotolaras, Kinaryosih, Inggrid Widjanarko, Asha Kenyeri Bermudez, Wesley Andrew, Kevin Bzezovski Taroreh, Gamaharitz","March 27, 2019",2019,2017,75 min,"Horror Movies, International Movies",,,
Movie,Isabelle Nanty,Dany Boon,"May 4, 2018",2018,2018,113 min,Stand-Up Comedy,,,
Movie,Julius R. Nasso,"Tony Schiena, Armand Assante, Kippei Shiina, Sho Ikushima, Vienna Hehir, Tetsu Watanabe, Grand Master John U. Kim, Dawn Olivieri","May 1, 2018",2018,2018,98 min,"Action & Adventure, Independent Movies",,,
Movie,,,"April 1, 2018",2018,2015,100 min,"Dramas, Independent Movies, Romantic Movies",,,
Movie,Agnidev Chatterjee,"Riya Sen, Mahima Chaudhry, Rajesh Sharma, Indrasish Roy, Mumtaz Sorcar, Sudip Mukherjee, Shataf Figar, Koushik Sen","December 15, 2017",2017,2016,91 min,"Dramas, International Movies, Thrillers",,,
Movie,Alexandros Avranas,"Jim Carrey, Marton Csokas, Charlotte Gainsbourg, Agata Kulesza, Kati Outinen, Zbigniew Zamachowski, Danuta Kowalska, Vlad Ivanov, Robert Więckiewicz, Piotr Głowacki","October 15, 2019",2019,2016,93 min,"Dramas, Thrillers",,,
Movie,Gilles Paquet-Brenner,"Charlize Theron, Nicholas Hoult, Chloë Grace Moretz, Tye Sheridan, Sterling Jerins, Corey Stoll, Christina Hendricks, Drea de Matteo, Sean Bridgers, Andrea Roth","July 26, 2018",2018,2015,113 min,"Dramas, International Movies, Thrillers",,,
Movie,Prawal Raman,"Aftab Shivdasani, Antara Mali, Boman Irani, Isha Koppikar, Nana Patekar, Raghuvir Yadav, Rajpal Yadav, Revathy, Saif Ali Khan, Sameera Reddy, Sanjay Kapoor, Shilpa Shetty, Sohail Khan, Vivek Oberoi","August 1, 2019",2019,2003,116 min,"Horror Movies, International Movies, Thrillers",,,
Movie,Parveen Kumar,"Gurpreet Ghuggi, Happy Raikoti, Kartar Cheema, Sardar Sohi, Shavendra Mahal, Karamjit Anmol, Pammi Bai, Nirmal Rishi, Manpreet Saggu","October 15, 2017",2017,2016,121 min,"Dramas, International Movies",,,
Movie,Julie Dash,"Cora Lee Day, Alva Rogers, Barbarao, Trula Hoosier, Adisa Anderson, Kaycee Moore, Bahni Turpin, Cheryl Lynn Bruce, Tommy Redmond Hicks, Cornell Royal","June 10, 2017",2017,1991,112 min,"Classic Movies, Dramas, Independent Movies",,,
Movie,Stan Lathan,Dave Chappelle,"August 26, 2019",2019,2019,66 min,Stand-Up Comedy,,,
Movie,Ricky Gervais,"Ricky Gervais, Doc Brown, Tom Basden, Jo Hartley, Tom Bennett, Andrew Brooke, Nina Sosanya, Andy Burrows, Kevin Bishop, Roisin Conaty, Diane Morgan, Ashley McGuire, Alexander Arnold, Mandeep Dhillon","February 10, 2017",2017,2016,97 min,"Comedies, International Movies",,,
Movie,Alex Coletti,David Cross,"August 5, 2016",2016,2016,73 min,Stand-Up Comedy,,,
Movie,Hèctor Hernández Vicens,"Johnathon Schaech, Sophie Skelton, Marcus Vanco, Jeff Gum, Lillian Blankenship, Ulyana Chan, Shari Watson, Atanas Srebrev","April 5, 2018",2018,2018,91 min,"Horror Movies, Independent Movies",,,
Movie,Amman Abbasi,"Devin Blackmon, Dontrell Bright, Kordell ""KD"" Johnson, Lachion Buckingham, Chasity Moore, Marquell Manning, Shavidee Trotter, Maurice Everett","January 11, 2018",2018,2017,76 min,"Dramas, Independent Movies",,,
Movie,"Dylan Haegens, Bas van Teylingen","Dylan Haegens, Nick Golterman, Marit Brugman, Ilse Warringa, Teun Peters, Patrick Stoof, Rick Vermeulen, Rico Verhoeven","April 17, 2019",2019,2018,81 min,"Comedies, International Movies",,,
Movie,"Noah Baumbach, Jake Paltrow",Brian De Palma,"November 21, 2018",2018,2015,110 min,Documentaries,,,
Movie,Marcus Raboy,DeRay Davis,"November 14, 2017",2017,2017,66 min,Stand-Up Comedy,,,
Movie,Mikhail Red,"Khalil Ramos, Vance Larena, Kelvin Miranda, Jan Silverio, Markus Paterson, Gabby Padilla, Sue Ramirez","December 1, 2019",2019,2019,94 min,"Dramas, International Movies, Thrillers",,,
Movie,Tom Edmunds,"Tom Wilkinson, Aneurin Barnard, Freya Mavor, Marion Bailey, Christopher Eccleston, Nigel Lindsay, Velibor Topic","March 1, 2019",2019,2018,90 min,Comedies,,,
Movie,Caryn Waechter,"Lauren Elizabeth, Claudia Sulewski, Keith Machekanyanga, Mimi Gianopulos, Lukas Gage, Carl Gilliard, Caeli, Mark Dohner, Jessie Paege, Richard Kohnke, Dominic Burgess, Judah Mackey","January 16, 2020",2020,2019,78 min,Horror Movies,,,
Movie,Tanveer Khan,"Irrfan Khan, Konkona Sen Sharma, Rajit Kapoor, Sandhya Mridul, Zakir Hussain, Rajeev Verma, Princey Shukla","December 31, 2019",2019,2006,97 min,"Independent Movies, International Movies, Thrillers",,,
Movie,Danny J. Boyle,"Kennedy Lea Slocum, Corey Fogelmanis, Alexa Mansour, Peyton Clark, Sheryl Lee, Sherri Saum, Eric Stanton Betts, Paris Berelc, Pedro Correa, Alissa Latow","February 15, 2019",2019,2018,86 min,"Dramas, Thrillers",,,
Movie,Svetlana Cvetko,"Teri Polo, Dylan Walsh, Danika Yarosh, Hayley McLaughlin, Bryce Durfee, Matt Passmore, Heather Mazur, Ashlyn Pearce","January 15, 2019",2019,2019,86 min,"Independent Movies, Thrillers",,,
Movie,Tanuj Bhramar,"Arvind Swamy, Himanshu Sharma, Ekavali Khanna, Aman Uppal, Bhavika Bhasin","March 2, 2019",2019,2016,83 min,"Comedies, Dramas, Independent Movies",,,
Movie,Chad Van De Keere,"Nathan Gamble, Ray Liotta, Emilio Estevez, Ariel Winter, Matthew Lillard, Yuri Lowenthal, Marion Ross, Tara Strong","February 18, 2016",2016,2012,43 min,"Children & Family Movies, Comedies",,,
Movie,"Hsu Chih-yen, Mag Hsu","Roy Chiu, Hsieh Ying-xuan, Joseph Huang, Spark Chen","February 1, 2019",2019,2018,100 min,"Comedies, Dramas, International Movies",,,
Movie,Jason Priestley,"Amy Acker, David Haydn-Jones, Patrick Creery, Gina Holden, James Dugan, Margherita Donato, Brooklynn Proulx, James D. Hopkin, Bob Irvine","November 4, 2019",2019,2011,92 min,"Comedies, Romantic Movies",,,
Movie,Gauri Shinde,"Alia Bhatt, Shah Rukh Khan, Ira Dubey, Yashaswini Dayama, Gautmik, Raj Bhansali, Rohit Saraf, Atul Kale, Kunal Kapoor, Angad Bedi, Ali Zafar, Aditya Roy Kapoor","April 25, 2017",2017,2016,149 min,"Comedies, Dramas, International Movies",,,
Movie,Harrison Smith,"Cody Longo, Cortney Palm, Adrienne Barbeau, Michael Berryman, Barbara Crampton, Sid Haig, Gunnar Hansen, Lindsay Hartley, Kane Hodder, Lloyd Kaufman, Camille Keaton, Bill Moseley, Tony Todd, Dee Wallace, Vincent Ward, Vernon Wells","May 5, 2019",2019,2017,88 min,Horror Movies,,,
Movie,Adam Wingard,"Willem Dafoe, Nat Wolff, Lakeith Stanfield, Margaret Qualley, Shea Whigham, Paul Nakauchi, Jason Liles","August 25, 2017",2017,2017,100 min,"Horror Movies, Thrillers",,,
Movie,Don Michael Paul,"Zach McGowan, Danny Glover, Frederick Koehler, Danny Trejo, Christine Marzano, Cassie Clare, Yennis Cheung, Lucy Aarden","October 2, 2018",2018,2017,111 min,Action & Adventure,,,
Movie,Clay Porter,"Brendan Fairclough, Olly Wilkins, Kyle Jameson, Andrew Neethling, Nico Vink, Ryan Howard, Sam Hill, Josh Bryceland, Brandon Semenuk","March 1, 2018",2018,2017,53 min,"International Movies, Sports Movies",,,
Movie,Meltem Bozoflu,"Onur Buldu, Alper Kul, Erdem Yener, Onur Atilla, Özge Borak, Doğa Rutkay, Meltem Yılmazkaya, İrem Sak","March 10, 2017",2017,2016,101 min,"Comedies, International Movies",,,
Movie,Julio Soto Gurpide,"Justin Felbinger, Stephen Erza  Hughes, Lindsey Alena, Elisabeth Catherine Gray, Dwight Schultz, Anna Vocino","November 23, 2017",2017,2017,93 min,"Children & Family Movies, Comedies",,,
Movie,K.C. Bokadia,"Govinda, Priyanka Chopra, Kader Khan, Prem Chopra, Shakti Kapoor, Sharat Saxena, Himani Shivpuri, Johnny Lever","July 1, 2018",2018,2013,107 min,"Comedies, Dramas, International Movies",,,
Movie,Anees Bazmee,"Ajay Devgn, Akshaye Khanna, Urmila Matondkar, Farida Jalal, Vijayendra Ghatge","January 3, 2020",2020,2002,156 min,"International Movies, Thrillers",,,
Movie,Louis J. Horvitz,"Dave Chappelle, Steve Harvey, Cedric the Entertainer, Martin Lawrence, Tiffany Haddish, Katt Williams, Craig Robinson, D.L. Hughley, Eddie Griffin, J.B. Smoove, Joe Torry, Kid Capri, Mike Epps, Sheryl Underwood, Tracy Morgan, Deon Cole","September 26, 2017",2017,2017,82 min,Stand-Up Comedy,,,
Movie,Edward Zwick,"Daniel Craig, Liev Schreiber, Jamie Bell, Alexa Davalos, Allan Corduner, Mark Feuerstein, Tomas Arana, Jodhi May, Kate Fahy, Iddo Goldberg, George MacKay, Iben Hjejle, Martin Hancock, Jacek Koman, Ravil Isyanov","November 27, 2019",2019,2008,137 min,"Action & Adventure, Dramas",,,
Movie,"Ken Burns, Artemis Joukowsky","Tom Hanks, Marina Goldman","May 1, 2017",2017,2016,79 min,Documentaries,,,
Movie,Sydney Freeland,"Rachel Crow, Ashleigh Murray, Sasheer Zamata, Danielle Nicolet, David Sullivan, Tim Blake Nelson, Missi Pyle, Arturo Castro, Sharon Lawrence, Brooke Markham, Kinna McInroe, Myko Olivier, Lance Gray","March 17, 2017",2017,2017,92 min,"Comedies, Dramas, Independent Movies",,,
